22569528	17928366	2
22569528	18562239	2
22569528	19052640	2
22569528	19060905	2
22569528	19242111	2
22569528	19244124	2
22569528	19414607	2
22569528	19805545	2
22569528	19816936	2
22569528	20079430	2
22569528	20811985	2
22569528	22028468	2
22569528	22177953	2
22569528	23549785	2
22569528	23712012	2
22569528	24089523	2
22569528	25350931	2
22569528	26235619	2
22569528	27376062	2
22569528	28474232	2
22569528	29454854	2
22569528	18280112	0
22569528	18332145	0
22569528	18463290	0
22569528	18665890	0
22569528	18983981	0
22569528	19114553	0
22569528	19282669	0
22569528	19361221	0
22569528	19541618	0
22569528	19583964	0
22569528	19835659	0
22569528	20226096	0
22569528	20674547	0
22569528	20868520	0
22569528	21098038	0
22569528	21102438	0
22569528	21135229	0
22569528	21135874	0
22569528	21144847	0
22569528	21403838	0
22569528	21596018	0
22569528	21730285	0
22569528	21833774	0
22569528	22056560	0
22569528	22065579	0
22569528	22257058	0
22569528	22292131	0
22569528	23560844	0
22569528	23603816	0
22569528	23817184	0
22569528	24113259	0
22569528	24158441	0
22569528	24185007	0
22569528	24434059	0
22569528	24602610	0
22569528	26838549	0
22569528	27226552	0
22569528	27422819	0
22569528	28396345	0
23613754	18818436	2
23613754	20022960	2
23613754	20675210	2
23613754	22085933	2
23613754	25533345	2
23613754	25690936	2
23613754	29061959	2
23613754	29304842	2
23613754	22307056	1
23613754	17654515	0
23613754	18086680	0
23613754	18238855	0
23613754	18264089	0
23613754	18362916	0
23613754	18436640	0
23613754	18448678	0
23613754	18483421	0
23613754	18940811	0
23613754	19056910	0
23613754	19107196	0
23613754	19150979	0
23613754	19442193	0
23613754	19500347	0
23613754	19716222	0
23613754	19800316	0
23613754	19890402	0
23613754	19937756	0
23613754	20065035	0
23613754	20520791	0
23613754	20715182	0
23613754	21308862	0
23613754	21328468	0
23613754	21390061	0
23613754	21857111	0
23613754	21969378	0
23613754	22013995	0
23613754	22029416	0
23613754	22331466	0
23613754	22445757	0
23613754	22540148	0
23613754	22613812	0
23613754	23081664	0
23613754	23205673	0
23613754	23370346	0
23613754	24204656	0
23613754	24224013	0
23613754	24347171	0
23613754	24401905	0
23613754	24793005	0
23613754	24802396	0
23613754	24936473	0
23613754	25010986	0
23613754	25305536	0
23613754	25377420	0
23613754	25802931	0
23613754	25817697	0
23613754	26224636	0
23613754	26917425	0
23613754	28230281	0
23613754	29734353	0
29409062	18443018	2
29409062	19772615	2
29409062	22916718	2
29409062	23281855	2
29409062	24931993	2
